ctry,isic,year,rca
isl,c01t05,1995,0.6025239
aut,c90t93,2008,0.6031482
can,c24,2000,0.6034844
nld,c90t93,2008,0.6035088
nld,c10t14,1995,0.6037923
swe,c36t37,2005,0.6037955
bgr,c31,2005,0.6040637
fra,c17t19,2008,0.6040672
est,c65t67,2008,0.6041206
deu,c65t67,2008,0.6041634
grc,c65t67,2005,0.6041921
arg,c90t93,1995,0.6044255
mlt,c31,2000,0.6046822
row,c50t52,2005,0.6055101
nor,c24,1995,0.6060451
deu,c20,2005,0.6067236
dnk,c31,1995,0.6069087
cyp,c15t16,2008,0.6072531
rou,c45,1995,0.6075487
khm,c36t37,2005,0.6081266
arg,c26,2005,0.608139
grc,c73t74,2008,0.608263
nzl,c45,1995,0.6095872
svk,c303233,2005,0.6097497
kor,c01t05,2005,0.6098007
svk,c73t74,2008,0.6103196
isl,c31,2005,0.6104838
nor,c50t52,2000,0.6109413
usa,c26,1995,0.6116461
fra,c75,2005,0.6117823
nld,c10t14,2008,0.6118626
kor,c70,2008,0.611955
lux,c21t22,2008,0.6121127
can,c26,2005,0.6131482
grc,c17t19,2005,0.613236
twn,c90t93,2000,0.6137858
cze,c24,2005,0.6137974
pol,c24,1995,0.6139407
chn,c90t93,2005,0.6144702
aus,c90t93,2008,0.6151745
idn,c24,2008,0.6152483
arg,c50t52,2000,0.615519
aus,c31,2005,0.6156614
ind,c25,2000,0.6162552
gbr,c60t63,2000,0.6163384
cze,c80,2008,0.6164237
row,c60t63,2000,0.617191
deu,c64,2008,0.6176668
lva,c72,2005,0.6177352
bgr,c65t67,2008,0.6178022
ind,c27,1995,0.6178141
isr,c17t19,2008,0.6178519
bgr,c24,2008,0.6181676
bra,c73t74,2000,0.6182384
nld,c40t41,2000,0.6182763
fra,c17t19,2005,0.6183019
can,c29,2000,0.6183484
row,c60t63,1995,0.618849
fra,c17t19,1995,0.6188524
kor,c29,2000,0.6192768
swe,c26,2000,0.619776
usa,c72,2005,0.6201388
fin,c55,2008,0.6204704
khm,c26,2000,0.6207583
isl,c01t05,2000,0.6208307
fin,c24,2008,0.6208689
grc,c65t67,2008,0.620955
cze,c75,2008,0.6209913
dnk,c45,2005,0.6212383
tha,c23,2008,0.6213679
cze,c15t16,2000,0.6215988
rus,c29,2005,0.6220351
usa,c34,1995,0.6224259
aus,c20,2005,0.6225756
swe,c303233,2008,0.623202
swe,c40t41,1995,0.6238158
ita,c01t05,2000,0.6238868
sgp,c29,2005,0.6239339
lva,c73t74,2005,0.6241684
isr,c50t52,1995,0.6243733
usa,c26,2008,0.6250491
bgr,c21t22,1995,0.6250636
mlt,c75,1995,0.6251172
swe,c35,2000,0.625148
sgp,c73t74,2000,0.6252554
deu,c55,2005,0.6255776
aus,c20,2000,0.6256976
hun,c23,2005,0.6265236
hun,c23,2000,0.6266346
deu,c90t93,1995,0.6269891
irl,c26,2000,0.6270597
cyp,c17t19,1995,0.6271955
jpn,c28,2008,0.6273086
rou,c55,1995,0.6277491
fin,c24,2005,0.6286609
fra,c17t19,2000,0.6291592
twn,c36t37,2005,0.6291779
row,c26,2008,0.62991
brn,c55,2005,0.6300381
deu,c36t37,2000,0.6300688
zaf,c60t63,2008,0.6303217
deu,c23,2000,0.6303218
bra,c25,2005,0.6310881
esp,c36t37,1995,0.6313405
ltu,c27,2008,0.6323228
phl,c23,2000,0.6324908
arg,c27,2008,0.6327081
svk,c15t16,2000,0.6327618
mlt,c24,2008,0.6332603
aus,c45,2008,0.6332763
arg,c21t22,2005,0.6333201
fin,c25,2000,0.6337909
hun,c23,2008,0.6339628
che,c20,2005,0.6343121
che,c20,2000,0.634376
mlt,c17t19,2005,0.6344271
nor,c01t05,2008,0.6344452
brn,c60t63,2000,0.6347806
pol,c29,2000,0.6350607
prt,c35,1995,0.6351438
twn,c60t63,1995,0.6361433
ita,c01t05,2005,0.6376731
can,c24,2005,0.6378784
fra,c303233,2000,0.6380605
prt,c36t37,1995,0.6381142
chn,c27,2000,0.6384489
est,c21t22,2000,0.6386489
ita,c21t22,2000,0.6387489
zaf,c15t16,1995,0.6387513
mex,c15t16,2005,0.6397414
dnk,c50t52,2008,0.6402752
pol,c01t05,2008,0.6403352
tur,c25,2000,0.6406394
kor,c17t19,2008,0.6407672
chn,c24,2005,0.6407908
brn,c45,2008,0.640959
aut,c24,2005,0.6413254
usa,c26,2000,0.6413806
gbr,c36t37,2008,0.6415005
ltu,c90t93,2000,0.6416703
vnm,c36t37,2008,0.641686
svn,c75,2000,0.6423434
grc,c90t93,1995,0.6435572
phl,c23,1995,0.6436568
isr,c40t41,1995,0.6445481
esp,c36t37,2000,0.6445714
jpn,c55,1995,0.6446406
deu,c36t37,1995,0.6447923
cze,c17t19,2008,0.6449314
chn,c24,2008,0.6452748
ita,c01t05,2008,0.645371
bel,c17t19,2008,0.6455317
ind,c65t67,2008,0.6456859
tha,c20,2005,0.6457109
hun,c20,2008,0.6462057
nor,c71,2000,0.6462982
nor,c73t74,2008,0.6468329
svk,c64,2000,0.6470755
bel,c70,2008,0.6476339
fin,c26,1995,0.6487195
aut,c71,2005,0.6493159
mys,c24,2005,0.6494043
sgp,c28,1995,0.6495717
prt,c40t41,1995,0.6497623
ind,c65t67,2005,0.6498142
chn,c73t74,2008,0.6500279
twn,c35,2005,0.6501808
vnm,c26,2005,0.6504231
can,c64,2008,0.6505847
hun,c64,2008,0.6507813
nld,c26,2005,0.6508365
vnm,c64,2008,0.6511973
khm,c36t37,2000,0.6513717
nor,c20,1995,0.6515592
fra,c36t37,2000,0.6515729
mlt,c72,2005,0.6517395
ind,c20,2000,0.651919
ind,c64,2005,0.6520243
mys,c24,1995,0.6520306
bel,c20,2000,0.6532487
gbr,c25,2008,0.6534345
nor,c23,2008,0.6534775
dnk,c10t14,2000,0.6535248
row,c85,2000,0.6535491
aus,c90t93,2000,0.653589
idn,c26,2005,0.6539793
can,c26,2000,0.6543807
prt,c65t67,2005,0.6547986
nzl,c31,2000,0.6549465
bel,c75,2005,0.6552348
ita,c20,2008,0.6552496
usa,c85,2000,0.6556498
pol,c10t14,2000,0.656011
vnm,c70,2000,0.6561717
dnk,c75,2005,0.6562607
rus,c60t63,2000,0.656979
rus,c75,1995,0.6570807
est,c73t74,2005,0.6571338
arg,c50t52,1995,0.6571355
twn,c64,2008,0.6573912
fra,c65t67,2000,0.6575121
kor,c29,1995,0.6577317
tur,c34,2000,0.6581672
row,c65t67,2000,0.6583403
dnk,c20,2005,0.6591893
idn,c01t05,2000,0.6594361
fra,c36t37,2005,0.6595256
rou,c50t52,2005,0.6597146
svk,c55,2000,0.6597404
gbr,c15t16,2000,0.6610095
pol,c24,2005,0.6615123
mex,c75,1995,0.6618086
khm,c65t67,2008,0.6625257
brn,c65t67,1995,0.6626994
nor,c64,1995,0.6628093
isr,c64,2008,0.6630251
fin,c23,1995,0.6636634
bgr,c65t67,2000,0.6639925
ita,c21t22,2005,0.6641403
aut,c72,2000,0.6641811
rou,c50t52,1995,0.6643235
deu,c65t67,2000,0.6644647
phl,c60t63,2008,0.6654857
prt,c50t52,2005,0.6657636
idn,c303233,2008,0.665982
nor,c35,2000,0.6661991
aus,c23,1995,0.6667708
fin,c75,2000,0.6668943
tur,c29,2005,0.6669851
deu,c60t63,2008,0.6674694
isr,c75,2000,0.6675385
ltu,c21t22,1995,0.667852
che,c70,2008,0.667882
svk,c15t16,1995,0.668685
chn,c24,2000,0.6688207
cze,c70,2008,0.6689929
irl,c23,2008,0.6694458
phl,c28,2000,0.6698745
svk,c29,1995,0.6699356
nor,c01t05,2005,0.6703643
ind,c26,2008,0.6703997
esp,c40t41,2005,0.6711611
can,c23,2000,0.6712723
ltu,c31,2005,0.6716596
deu,c23,2005,0.6719905
deu,c20,2008,0.672147
nor,c15t16,2008,0.6724682
jpn,c50t52,2000,0.6732633
bel,c17t19,2005,0.673318
kor,c64,1995,0.6742085
row,c50t52,2008,0.6745456
gbr,c10t14,2005,0.6748022
pol,c24,2008,0.6749244
nld,c71,2000,0.6750607
deu,c75,1995,0.6756563
bra,c25,2008,0.6758617
row,c31,2000,0.6759326
bra,c36t37,2000,0.6760616
gbr,c27,2000,0.6763107
row,c01t05,2008,0.6766167
hun,c34,1995,0.6772735
mys,c50t52,1995,0.677426
che,c45,1995,0.6777516
cze,c15t16,2005,0.6783361
gbr,c60t63,1995,0.6790917
fin,c71,2008,0.6792663
mys,c50t52,2000,0.6796703
idn,c01t05,1995,0.6799936
rus,c50t52,2000,0.6801323
chn,c75,2000,0.6808209
bel,c20,2008,0.6809453
isr,c73t74,2000,0.6810597
svk,c01t05,2000,0.6817282
esp,c31,2000,0.6819803
usa,c23,2005,0.6819851
esp,c29,2000,0.681989
nld,c29,2000,0.6821143
mex,c24,1995,0.6822836
kor,c90t93,1995,0.6823317
cze,c24,2008,0.6824073
dnk,c85,2008,0.6824253
kor,c28,2000,0.6828759
ind,c26,2005,0.6834825
nor,c27,2008,0.6838578
hun,c55,2000,0.6839884
rus,c50t52,2005,0.6841056
row,c85,1995,0.6843511
svk,c71,1995,0.6847071
irl,c90t93,2005,0.6849176
sgp,c71,2000,0.6853472
idn,c24,2000,0.6860945
idn,c60t63,2008,0.6863495
fra,c303233,1995,0.6863638
che,c15t16,1995,0.6864116
sgp,c73t74,2005,0.6868041
chn,c40t41,2000,0.6869053
ita,c60t63,2005,0.687192
fin,c25,2008,0.6876431
deu,c60t63,2000,0.6879165
zaf,c21t22,1995,0.6881308
isr,c26,2008,0.6882582
irl,c26,1995,0.6882711
isr,c80,1995,0.6894655
nzl,c27,2000,0.6902354
aus,c50t52,2005,0.6902358
ita,c70,1995,0.6902503
bra,c23,1995,0.6907769
dnk,c21t22,1995,0.6910133
swe,c26,1995,0.691209
nor,c45,2008,0.6912634
isr,c71,2000,0.6912854
zaf,c24,2000,0.6913052
nor,c01t05,2000,0.6913448
svn,c75,2005,0.6915225
cze,c01t05,2000,0.6915517
fin,c25,2005,0.6923319
dnk,c73t74,2005,0.6931143
tha,c50t52,1995,0.6932365
bgr,c28,2005,0.693954
mys,c15t16,1995,0.6942412
esp,c21t22,1995,0.6942637
pol,c85,2008,0.694315
idn,c27,2000,0.695026
zaf,c26,2000,0.6951224
gbr,c15t16,2008,0.6953835
isl,c15t16,1995,0.6953959
twn,c64,2000,0.6956555
lux,c60t63,1995,0.6960738
tur,c50t52,2000,0.6961021
bra,c24,2005,0.6963977
sgp,c45,1995,0.6970359
ltu,c35,2005,0.6970617
zaf,c70,2008,0.6971791
ita,c23,2008,0.6972122
usa,c15t16,2000,0.6975268
aut,c24,2008,0.6978072
est,c24,1995,0.6978779
hun,c303233,1995,0.6978949
cze,c24,2000,0.6984191
nld,c64,1995,0.6987038
lva,c25,2005,0.6988608
usa,c31,2000,0.6988772
fra,c65t67,1995,0.69985
ind,c73t74,1995,0.7004858
jpn,c50t52,2005,0.7006699
svk,c17t19,2008,0.7007572
row,c50t52,1995,0.7012819
bgr,c25,2008,0.7012838
prt,c01t05,2005,0.7013745
swe,c26,2008,0.7015072
hun,c60t63,2008,0.7015564
can,c303233,1995,0.7017097
sau,c40t41,1995,0.7018587
gbr,c26,2000,0.7021539
fin,c26,2000,0.7027994
tha,c40t41,2005,0.7031156
ind,c60t63,1995,0.7031851
tha,c01t05,2005,0.7034252
pol,c90t93,2000,0.7034594
nor,c50t52,2008,0.7045168
twn,c17t19,2008,0.7045196
ltu,c24,2000,0.7049142
esp,c17t19,2000,0.7052068
chn,c73t74,2005,0.7055555
arg,c50t52,2008,0.7056007
zaf,c34,2000,0.7059476
mex,c17t19,2008,0.7062937
zaf,c15t16,2000,0.7064217
fin,c25,1995,0.7064229
dnk,c26,2000,0.7066299
pol,c23,2008,0.706661
fin,c36t37,1995,0.7069559
hun,c40t41,2005,0.7069907
twn,c26,1995,0.7070815
prt,c36t37,2000,0.7071128
hkg,c64,2008,0.7071996
irl,c31,2000,0.7075533
isr,c23,2005,0.7076699
swe,c31,1995,0.7079734
aus,c75,2000,0.7081439
bgr,c90t93,2008,0.7081472
tur,c23,2005,0.7085203
cyp,c15t16,2005,0.7088749
gbr,c23,2000,0.7089444
svn,c72,2005,0.7091144
phl,c50t52,2000,0.7094391
fin,c71,1995,0.710167
fra,c36t37,2008,0.710466
ita,c60t63,2000,0.7104702
prt,c71,2008,0.7104846
hun,c15t16,2005,0.7112783
bra,c35,1995,0.7112792
tha,c50t52,2005,0.7113714
dnk,c10t14,2005,0.7116842
dnk,c90t93,2000,0.7125505
deu,c55,1995,0.7128629
swe,c65t67,1995,0.7131542
nld,c26,2008,0.7135206
row,c01t05,2005,0.7137307
chn,c35,2005,0.7139598
ita,c50t52,2008,0.7144035
bra,c34,1995,0.7153792
mys,c40t41,1995,0.7154335
idn,c26,2008,0.7157028
twn,c27,1995,0.715813
gbr,c27,1995,0.7164348
hun,c20,2000,0.7165051
zaf,c24,1995,0.7167884
svn,c70,2000,0.7171022
zaf,c26,1995,0.7173778
ita,c80,2000,0.7175323
fin,c50t52,2008,0.7178783
hkg,c70,2008,0.7180044
row,c31,2005,0.7186108
svn,c80,2005,0.7192841
sgp,c64,2008,0.7196672
gbr,c26,2005,0.7199682
grc,c35,1995,0.7201623
hkg,c64,2005,0.7207215
sau,c55,2008,0.7208361
hkg,c40t41,1995,0.7209968
deu,c15t16,1995,0.7211587
chn,c29,1995,0.7211792
ita,c60t63,2008,0.7211992
ita,c35,1995,0.7218897
pol,c55,2000,0.7220669
sgp,c28,2005,0.7221773
prt,c01t05,2008,0.7226752
nzl,c17t19,2000,0.7228417
chn,c50t52,2008,0.7232766
bel,c36t37,2005,0.7237835
bgr,c90t93,1995,0.7240772
ita,c23,2005,0.7242992
aut,c15t16,2000,0.7244276
usa,c15t16,2005,0.724546
nor,c35,2005,0.7247213
lva,c25,2008,0.7252342
mys,c24,2000,0.7252628
che,c50t52,1995,0.7255141
bra,c28,1995,0.7255425
usa,c34,2008,0.7257176
ind,c60t63,2008,0.725865
isr,c28,1995,0.7267647
gbr,c303233,2008,0.7269148
cze,c24,1995,0.7274055
bra,c29,2005,0.7274058
arg,c24,1995,0.7291332
hun,c15t16,2008,0.7291842
ltu,c64,1995,0.7293635
swe,c26,2005,0.7295524
isr,c24,1995,0.729646
nor,c24,2005,0.7313875
nor,c73t74,1995,0.731571
dnk,c70,2008,0.7323036
lva,c75,2005,0.7336926
isl,c15t16,2000,0.7340103
row,c65t67,2008,0.7344564
cze,c15t16,1995,0.7344659
aus,c73t74,2008,0.7348533
tur,c29,2008,0.7350317
bel,c90t93,2008,0.7354075
gbr,c31,1995,0.7357206
kor,c25,2008,0.7357799
chn,c55,2008,0.7360939
gbr,c60t63,2005,0.7367178
lux,c50t52,2005,0.7368768
fra,c28,2005,0.7370241
isr,c85,2008,0.7374855
svk,c60t63,2000,0.7375548
mlt,c70,1995,0.7378182
chn,c20,2005,0.7381993
arg,c24,2005,0.7385387
ind,c21t22,1995,0.7387969
bra,c17t19,2005,0.7391624
ita,c34,2005,0.73923
vnm,c64,2005,0.7397298
dnk,c303233,2008,0.7400357
arg,c23,2008,0.740092
svn,c73t74,2005,0.7402858
pol,c64,2008,0.7405569
ind,c20,1995,0.7406529
pol,c70,2000,0.740673
ita,c34,2000,0.7413447
dnk,c23,1995,0.7415994
irl,c01t05,1995,0.7424428
svk,c15t16,2005,0.7427146
esp,c17t19,1995,0.7434747
kor,c31,2005,0.7435337
vnm,c31,2008,0.7437109
dnk,c01t05,2008,0.7438475
lux,c72,2000,0.7440954
hun,c24,2005,0.7446683
ita,c73t74,2008,0.7448297
lva,c55,1995,0.7455003
chn,c55,2005,0.7459077
svk,c65t67,1995,0.7460445
est,c25,2005,0.7465189
cze,c73t74,2005,0.7465255
sgp,c75,1995,0.7467835
ind,c24,2008,0.7470247
svn,c73t74,2000,0.7470928
jpn,c24,1995,0.7473632
esp,c17t19,2005,0.748297
deu,c55,2000,0.7491415
svn,c01t05,2008,0.7493341
nzl,c17t19,1995,0.7496281
mex,c64,1995,0.7501519
gbr,c29,2008,0.7502987
esp,c21t22,2008,0.7504211
nor,c85,1995,0.7505807
twn,c24,2000,0.7506769
deu,c50t52,1995,0.750885
swe,c60t63,1995,0.7519749
est,c72,2005,0.7524348
prt,c15t16,1995,0.7526765
mys,c15t16,2008,0.7529013
rou,c55,2000,0.752941
can,c60t63,2000,0.7534736
hun,c90t93,1995,0.7545233
nor,c15t16,2000,0.7546552
bel,c80,2000,0.7550421
che,c45,2000,0.7552088
esp,c21t22,2005,0.7559391
deu,c36t37,2008,0.7565083
aut,c24,1995,0.757278
nzl,c25,1995,0.7574934
dnk,c23,2005,0.7575392
lva,c73t74,2008,0.7578301
mlt,c25,1995,0.7580585
fin,c28,2000,0.7581978
ita,c15t16,1995,0.7583353
rou,c73t74,1995,0.7592474
ita,c65t67,2008,0.7594209
nld,c29,2005,0.7595329
gbr,c34,2000,0.7600624
chl,c50t52,2005,0.7603794
gbr,c34,1995,0.7613249
mlt,c01t05,2008,0.7619472
prt,c45,2000,0.762229
tha,c40t41,2008,0.762404
est,c50t52,2000,0.7624573
cyp,c15t16,2000,0.762656
deu,c64,2005,0.7627823
rou,c26,2008,0.7630308
irl,c55,1995,0.7632343
nor,c01t05,1995,0.7634131
svk,c55,2008,0.7635404
hun,c29,2005,0.7636631
aus,c73t74,2000,0.7636638
lux,c73t74,1995,0.7636971
ita,c34,1995,0.7650397
bel,c70,2005,0.7653782
tha,c23,2005,0.7657251
usa,c25,2000,0.7659645
che,c26,2005,0.7662519
bel,c55,1995,0.7663047
nld,c73t74,2008,0.7666331
nzl,c25,2005,0.7669579
cze,c72,1995,0.767139
ind,c15t16,2005,0.7674017
hun,c26,2005,0.7675419
fin,c35,2000,0.7678613
usa,c85,2005,0.7681981
jpn,c60t63,2000,0.768465
bel,c55,2000,0.7687045
bra,c31,2000,0.7688226
bel,c21t22,1995,0.7689307
usa,c72,2008,0.7689867
can,c23,1995,0.7716686
hun,c29,2008,0.7719016
swe,c25,2005,0.7725732
aut,c75,2008,0.7725926
esp,c35,2000,0.7727162
sgp,c29,2008,0.7727571
mys,c50t52,2005,0.7728368
nor,c75,1995,0.7731147
fra,c60t63,1995,0.7733176
hun,c90t93,2005,0.773335
can,c64,2000,0.7734124
twn,c29,2000,0.773432
dnk,c20,2000,0.7735354
aut,c17t19,2000,0.7738589
gbr,c36t37,1995,0.7747186
tha,c50t52,2000,0.7748613
idn,c27,2005,0.7752516
che,c26,2000,0.7758652
can,c15t16,2008,0.775936
fin,c73t74,2000,0.7764204
arg,c24,2000,0.7764264
usa,c25,1995,0.776596
grc,c31,2008,0.776885
hun,c50t52,2000,0.7769313
nor,c21t22,2000,0.7776042
dnk,c73t74,1995,0.777694
deu,c60t63,1995,0.7778324
rus,c24,2005,0.7779135
nor,c73t74,2005,0.7780321
fin,c40t41,2008,0.7780647
brn,c60t63,1995,0.7784035
prt,c23,2008,0.7791992
aus,c45,1995,0.779292
twn,c29,2008,0.7794163
swe,c25,2000,0.7795748
arg,c24,2008,0.7799076
chl,c23,2005,0.7799106
kor,c28,2005,0.7800683
isr,c01t05,1995,0.7800783
tha,c01t05,2008,0.7803411
isr,c85,2005,0.7803733
can,c24,2008,0.7803831
esp,c35,1995,0.7808279
twn,c17t19,2005,0.7809947
mys,c73t74,1995,0.7811
swe,c60t63,2000,0.7820573
bra,c24,2000,0.7829239
gbr,c15t16,2005,0.7829606
isl,c31,2008,0.7830963
cze,c303233,2005,0.7833263
rou,c24,2005,0.7835658
ita,c31,1995,0.7841485
jpn,c25,1995,0.7844256
zaf,c36t37,2000,0.785058
dnk,c26,2005,0.7854292
mex,c15t16,2008,0.7859669
khm,c31,2005,0.7869579
usa,c85,2008,0.7878236
prt,c40t41,2005,0.7879727
twn,c29,2005,0.7883536
phl,c26,2005,0.7892118
arg,c21t22,2008,0.7894487
kor,c303233,2000,0.7899363
vnm,c50t52,2005,0.7901381
ind,c25,1995,0.7901531
swe,c65t67,2005,0.7902662
mex,c50t52,2008,0.7915207
ltu,c21t22,2008,0.791652
chn,c60t63,1995,0.7919396
arg,c27,2005,0.7925863
zaf,c20,1995,0.7929221
row,c26,1995,0.7930852
cze,c60t63,2008,0.7933773
sgp,c35,2005,0.7935694
deu,c60t63,2005,0.7942359
dnk,c35,1995,0.7949288
ita,c27,2008,0.7951792
isr,c35,1995,0.7956035
isr,c23,2008,0.7956551
ind,c24,2005,0.7958944
brn,c65t67,2000,0.7965912
tha,c40t41,1995,0.7967753
kor,c36t37,1995,0.7976478
usa,c71,1995,0.7976691
ita,c34,2008,0.7989455
tur,c36t37,2008,0.798967
fin,c28,2005,0.7996822
bgr,c24,2000,0.7996889
isr,c28,2000,0.7999465
che,c50t52,2000,0.8000829
deu,c50t52,2000,0.8000848
brn,c17t19,2005,0.8002307
fin,c26,2008,0.8002918
fra,c28,2000,0.8006924
mex,c50t52,2005,0.8008682
ind,c15t16,2008,0.8014652
aut,c90t93,2000,0.801528
aus,c50t52,2000,0.8016442
aus,c50t52,1995,0.8025179
dnk,c27,2000,0.8026362
twn,c24,1995,0.8027305
bra,c25,1995,0.8028185
lva,c55,2008,0.8030468
aut,c24,2000,0.8033744
usa,c25,2005,0.8033943
nor,c64,2000,0.8039397
phl,c20,2005,0.8043575
nzl,c31,2005,0.805207
twn,c20,1995,0.8053103
rou,c24,2008,0.8053122
nld,c90t93,2005,0.8054845
mlt,c25,2008,0.8063219
fin,c26,2005,0.8067547
ita,c35,2000,0.8068861
jpn,c31,2000,0.8069615
swe,c25,2008,0.8075752
fra,c64,2000,0.8081803
hun,c60t63,2000,0.8084279
swe,c36t37,2008,0.8086452
arg,c27,1995,0.8092246
esp,c21t22,2000,0.8093259
swe,c36t37,2000,0.8097317
idn,c31,2000,0.8098333
mlt,c65t67,2000,0.8098484
hun,c24,2008,0.8099771
usa,c72,2000,0.8100709
mys,c60t63,2000,0.8111497
mlt,c21t22,1995,0.8119383
mys,c60t63,2005,0.812562
rus,c29,1995,0.8129063
aut,c60t63,2008,0.8129721
svk,c24,2000,0.8132966
usa,c28,1995,0.8133351
fra,c90t93,2005,0.8137696
svk,c75,2000,0.8145986
cze,c34,1995,0.8150204
aus,c75,1995,0.8150977
hun,c50t52,2005,0.8157117
pol,c34,1995,0.8162135
hun,c26,2000,0.8174015
mex,c50t52,2000,0.8174795
zaf,c40t41,1995,0.8175065
usa,c25,2008,0.8175662
tha,c20,2008,0.8176134
nzl,c25,2000,0.8177417
lva,c75,2000,0.8178485
prt,c45,2005,0.8179427
ita,c27,1995,0.8179946
mlt,c50t52,1995,0.8185147
idn,c36t37,1995,0.818589
idn,c65t67,1995,0.8190568
gbr,c34,2005,0.8191895
usa,c64,2008,0.8192162
nld,c25,2005,0.8207728
dnk,c25,2008,0.8209368
aus,c73t74,1995,0.8212242
prt,c23,2005,0.822158
svk,c15t16,2008,0.8228956
tur,c50t52,2005,0.8231009
nld,c26,2000,0.8234696
isr,c64,2005,0.8247256
khm,c65t67,2005,0.825855
phl,c20,2000,0.8258777
row,c15t16,2008,0.8260653
lva,c21t22,2005,0.827419
swe,c65t67,2000,0.8281046
kor,c29,2005,0.8281606
dnk,c28,2005,0.8283398
fra,c36t37,1995,0.8290103
kor,c25,2000,0.8291099
dnk,c26,2008,0.829633
zaf,c65t67,1995,0.8297784
can,c73t74,2008,0.8298404
tha,c73t74,1995,0.8300354
cze,c65t67,2000,0.8302206
nld,c26,1995,0.8305039
che,c303233,2000,0.8309194
vnm,c85,2008,0.8321773
nor,c50t52,1995,0.8327083
dnk,c80,1995,0.8328887
esp,c27,2005,0.8341197
jpn,c60t63,1995,0.8342599
esp,c24,1995,0.8346398
phl,c01t05,2008,0.8351295
gbr,c25,2000,0.8352879
bra,c73t74,2005,0.8354036
grc,c75,2000,0.835536
ita,c35,2005,0.8356288
ita,c71,2008,0.8357297
row,c23,2005,0.8358057
deu,c64,1995,0.836228
gbr,c25,2005,0.8363308
phl,c15t16,1995,0.8365663
mlt,c71,2000,0.8367049
gbr,c60t63,2008,0.8368039
nld,c25,2008,0.8371633
swe,c36t37,1995,0.8373382
usa,c70,2005,0.8378962
bra,c24,1995,0.838048
twn,c29,1995,0.8380894
che,c90t93,2008,0.8381519
usa,c90t93,2008,0.838687
cze,c17t19,2005,0.8389066
svn,c50t52,1995,0.8394267
dnk,c25,2005,0.8394825
gbr,c21t22,2008,0.8398554
grc,c27,2008,0.8404601
isr,c23,2000,0.8412961
nld,c85,2008,0.8415101
chn,c80,2000,0.8415305
che,c36t37,2005,0.8416546
deu,c15t16,2005,0.8417599
hkg,c303233,2005,0.8421291
nor,c15t16,1995,0.8422467
chn,c31,1995,0.8424569
hkg,c40t41,2005,0.8428838
esp,c24,2000,0.8430825
rou,c29,2005,0.8438649
prt,c303233,2005,0.8438764
deu,c15t16,2000,0.8453122
che,c36t37,2008,0.8462461
phl,c26,2000,0.84668
cze,c72,2000,0.8470929
aut,c35,2008,0.8482898
can,c15t16,2000,0.8488467
usa,c34,2000,0.8489209
fra,c90t93,1995,0.8493777
isr,c40t41,2000,0.8509294
zaf,c60t63,2005,0.8515292
vnm,c90t93,2000,0.8519694
est,c31,2000,0.8519953
prt,c90t93,2000,0.8525072
row,c65t67,2005,0.8526589
pol,c73t74,2008,0.8532389
nzl,c17t19,2005,0.8533568
mys,c60t63,2008,0.8540313
usa,c36t37,2000,0.8541542
che,c25,1995,0.8544047
twn,c64,2005,0.8545813
usa,c31,2005,0.8553887
gbr,c28,2005,0.8557296
ita,c24,1995,0.8559142
gbr,c26,1995,0.8562908
esp,c28,2005,0.8572134
deu,c90t93,2008,0.8572361
nld,c40t41,1995,0.8573124
cze,c21t22,1995,0.8575202
fra,c21t22,1995,0.8583871
jpn,c50t52,2008,0.8585151
fra,c27,2008,0.8587042
kor,c29,2008,0.8588032
can,c23,2005,0.8589158
sgp,c73t74,2008,0.8594179
lux,c27,2008,0.8598758
esp,c27,1995,0.8602316
chn,c01t05,2000,0.8606864
fra,c23,2000,0.8614598
lva,c27,2008,0.8616413
bel,c36t37,2008,0.8618448
bgr,c20,2008,0.8623467
usa,c70,2000,0.8626375
jpn,c28,1995,0.8629711
esp,c65t67,1995,0.8630026
svn,c303233,2008,0.8631226
ltu,c85,2005,0.8634744
gbr,c31,2005,0.8634998
aut,c60t63,2005,0.8637416
idn,c28,1995,0.86381
grc,c28,2008,0.8643064
cyp,c85,2000,0.8647581
swe,c25,1995,0.8648321
bra,c60t63,1995,0.8654041
est,c21t22,2005,0.8658398
tha,c28,1995,0.8658611
mlt,c25,2000,0.8660526
khm,c65t67,2000,0.8662457
cyp,c15t16,1995,0.8663883
bel,c20,2005,0.8664651
est,c303233,2008,0.8667832
twn,c31,2005,0.8669304
kor,c25,1995,0.8672256
deu,c35,2005,0.8675998
hun,c72,2005,0.8678218
gbr,c31,2000,0.8680683
cyp,c23,2000,0.8689397
svk,c55,2005,0.8691015
phl,c15t16,2005,0.8695742
zaf,c50t52,2000,0.8696463
tur,c36t37,2005,0.8702785
pol,c17t19,2005,0.8706921
svk,c29,2000,0.871179
mlt,c25,2005,0.8716697
prt,c28,1995,0.8716859
chn,c15t16,2000,0.8720322
hun,c75,2008,0.8721505
irl,c80,2000,0.8727304
ita,c60t63,1995,0.8733151
nld,c25,2000,0.8738174
fin,c35,2008,0.8739403
esp,c31,2005,0.8740271
brn,c45,2000,0.874041
fra,c73t74,2008,0.8742236
ltu,c75,2000,0.8743103
lux,c73t74,2005,0.8745101
swe,c80,2000,0.8750854
hun,c15t16,2000,0.8751612
mys,c15t16,2005,0.8753939
esp,c17t19,2008,0.8754535
swe,c50t52,1995,0.8754936
mys,c40t41,2000,0.8754953
bel,c55,2005,0.8756685
swe,c24,2008,0.8759225
